,text,VP,cfg,good_cplx,good_mood,syntx_score,good_intent_syntx,intent,intendeed,ORG,NORP,DATE,known_words
9168,Will you charge me more if I top up with an international card?,,,,,,,,,,,,
9169,Will I be charged for adding money using an international card?,,,,,,,,,,,,
9170,How much is it to use my US debit or credit card to top up?,,,,,,,,,,,,
9171,Will there be extra charges regarding to adding money into my international card?,,,,,,,,,,,,
9172,Will you assess me more fees if I top up with an international card?,,,,,,,,,,,,
9173,Is there a fee for adding funds with a credit card?,,,,,,,,,,,,
9174,Will there be any fees for top ups?,,,,,,,,,,,,
9175,"If US cards have a top up charge, what is it?",,,,,,,,,,,,
9176,What are the fees for using a European bank card?,,,,,,,,,,,,
9177,How much does top up fees cost?,,,,,,,,,,,,
9178,"I want to add money to my international card, so are there any fees charged to do this?",,,,,,,,,,,,
9179,Please help me with my card.  It won't activate.,,,,,,,,,,,,
9180,I tired but an unable to activate my card.,,,,,,,,,,,,
9181,I want to start using my card.,,,,,,,,,,,,
9182,How do I verify my new card?,,,,,,,,,,,,
9183,I tried activating my plug-in and it didn't piece of work,,,,,,,,,,,,
9184,How do i activate my card,,,,,,,,,,,,
9185,Can someone assist me with activating my card?,,,,,,,,,,,,
9186,My card needs to be activated.,,,,,,,,,,,,
9187,I was unable to activate my card.,,,,,,,,,,,,
9188,Is my card ready for use or does it need activated and if so how?,,,,,,,,,,,,
9189,Help me activate my new card.,,,,,,,,,,,,
9190,Do I need a photo ID to activate a my new card?,,,,,,,,,,,,
9191,"I just got my new card, how do I activate it?",,,,,,,,,,,,
9192,Can I have my card activated?,,,,,,,,,,,,
9193,i cant seem to activate card,,,,,,,,,,,,
9194,It won't let me activate my card.,,,,,,,,,,,,
9195,I tried activation my card and it didn't employment,,,,,,,,,,,,
9196,I want to use my card. How do I activate it?,,,,,,,,,,,,
9197,Activate my card,,,,,,,,,,,,
9198,Can I get some help activating my new card?,,,,,,,,,,,,
9199,Is my card activated?,,,,,,,,,,,,
9200,I would like to activate my card.,,,,,,,,,,,,
9201,Can I call to get my card activated?,,,,,,,,,,,,
9202,How can I activate my new card? I didn't recieve any information with it about how to do so.,,,,,,,,,,,,
9203,How do I activate my new card I just got?,,,,,,,,,,,,
9204,will you be able to activate my card,,,,,,,,,,,,
9205,Can I get some help to get me card activated?,,,,,,,,,,,,
9206,I want to activate my new card.,,,,,,,,,,,,
9207,What would II do if I wanted to activate my new card,,,,,,,,,,,,
9208,What needs to be done to activate and use a card?,,,,,,,,,,,,
9209,Can I activate my card?,,,,,,,,,,,,
9210,I need assistance activating my card?,,,,,,,,,,,,
9211,I need assistance with activating my new card.,,,,,,,,,,,,
9212,How do I get my card active?,,,,,,,,,,,,
9213,What do I have to do to activate my card?,,,,,,,,,,,,
9214,What is needed to activate my card?,,,,,,,,,,,,
9215,How can my new card be activated?,,,,,,,,,,,,
9216,Can you activate my card pls,,,,,,,,,,,,
9217,How do I turn on my new card?,,,,,,,,,,,,
9218,Please assist me in activating the card.,,,,,,,,,,,,
9219,Would you be so kind as to activate my card? Thanks,,,,,,,,,,,,
9220,I tried activating my card and it doesn't work how do I solve this problem?,,,,,,,,,,,,
9221,Can I activate my card with the app?,,,,,,,,,,,,
9222,"I want to start using my card, how do I activate it?",,,,,,,,,,,,
9223,What is the process to activate a card,,,,,,,,,,,,
9224,"Hi, would you please activate my card?",,,,,,,,,,,,
9225,What do I need for activation of my card?,,,,,,,,,,,,
9226,"How do I activate my card, so that I can start using it?",,,,,,,,,,,,
9227,I need my card activated.,,,,,,,,,,,,
9228,I would like to be assisted with the activation of my card.,,,,,,,,,,,,
9229,I just received my card and I'd like to activate it.,,,,,,,,,,,,
9230,can you assist me in activating my card?,,,,,,,,,,,,
9231,How do I activate my card to start using it?,,,,,,,,,,,,
9232,Instructions for activating card,,,,,,,,,,,,
9233,What do I need to do for the card activation?,,,,,,,,,,,,
9234,"I am unable to activate my card, it won't let me.",,,,,,,,,,,,
9235,When are you going to activate my card?,,,,,,,,,,,,
9236,I need to activate my card.,,,,,,,,,,,,
9237,How can I activate my new card?,,,,,,,,,,,,
9238,What do I do to activate?,,,,,,,,,,,,
9239,What steps do I have to take to activate my card?,,,,,,,,,,,,
9240,"My new card just arrived, how can I activate it?",,,,,,,,,,,,
9241,I am having trouble activating my card.,,,,,,,,,,,,
9242,My card is not able to be activated how do I get it to work?,,,,,,,,,,,,
9243,I'm not able to activate my card how do I fix this problem?,,,,,,,,,,,,
9244,I cannot activate my card.,,,,,,,,,,,,
9245,How can I activate the new card i got?,,,,,,,,,,,,
9246,how long should i wait ti activate my card,,,,,,,,,,,,
9247,How do I activate a card?,,,,,,,,,,,,
9248,What is the procedure for activating this card?,,,,,,,,,,,,
9249,My card needs to be activated asap,,,,,,,,,,,,
9250,What is the most efficient way to activate my new card?,,,,,,,,,,,,
9251,I couldn't complete card activation.,,,,,,,,,,,,
9252,Who do I call to activate my new card?,,,,,,,,,,,,
9253,"You can activate your card in a few seconds by going to account, hitting activate, and just following the directions.",,,,,,,,,,,,
9254,Tell me what I need to do to activate my card.,,,,,,,,,,,,
9255,What is the process for activating a new card.,,,,,,,,,,,,
9256,My card activation is failing.,,,,,,,,,,,,
9257,"I need to activate my card, how is that done?",,,,,,,,,,,,
9258,I would like to activate my card what do I need to do?,,,,,,,,,,,,
9259,I have my card now how do I activate it?,,,,,,,,,,,,
9260,How long does it take to activate my card?,,,,,,,,,,,,
9261,How do I activate my card so I can start using it?,,,,,,,,,,,,
9262,Explain the activation method for this card,,,,,,,,,,,,
9263,Can someone assist me with activating my new card?,,,,,,,,,,,,
9264,What is the process for activating my new card?,,,,,,,,,,,,
9265,I would like to have assistance with activating my card.,,,,,,,,,,,,
9266,Tell me how to renew my new card?,,,,,,,,,,,,
9267,My new card came in.  How do I activate?,,,,,,,,,,,,
9268,How do I active this card?,,,,,,,,,,,,
9269,what are the steps to activate my card?,,,,,,,,,,,,
9270,I have a new card and need to activate it,,,,,,,,,,,,
9271,I would like to get help from someone in your customer service department with assisting me with activating my card.,,,,,,,,,,,,
9272,What are the steps that I need to take to activate a new card?,,,,,,,,,,,,
9273,I tried activating my card and it didn't work,,,,,,,,,,,,
9274,I need my card to be activated right now.,,,,,,,,,,,,
9275,What information do I need to gather in order to activate my card?,,,,,,,,,,,,
9276,what do i need to have with me to activate card,,,,,,,,,,,,
9277,What am I going to need in order to activate my card?,,,,,,,,,,,,
9278,Show me how to activate my card,,,,,,,,,,,,
9279,I need more assistance with how to activate my card.,,,,,,,,,,,,
9280,Can you tell me how I go about activating a new card?,,,,,,,,,,,,
9281,My new card needs activating.,,,,,,,,,,,,
9282,Where do I activate my card?,,,,,,,,,,,,
9283,Do you know the process how to activate my card?,,,,,,,,,,,,
9284,How can i make my card active?,,,,,,,,,,,,
9285,Please help me with the activation of the new card.,,,,,,,,,,,,
9286,Can you help me activate my card,,,,,,,,,,,,
9287,My card activation attempt failed.,,,,,,,,,,,,
9288,"I just got a new card, and I want to know how to activate.",,,,,,,,,,,,
9289,Would it be possible to activate my card?,,,,,,,,,,,,
9290,Card activation steps,,,,,,,,,,,,
9291,What is the process for activating my card and using it?,,,,,,,,,,,,
9292,I have a new card and I need to activate it.,,,,,,,,,,,,
9293,Do I have to go somewhere to activate my card?,,,,,,,,,,,,
9294,What do I do to activate my new card?,,,,,,,,,,,,
9295,I just got a new card how do I get it to start working?,,,,,,,,,,,,
9296,I need assistance to activate the card on my account.,,,,,,,,,,,,
9297,I can't activate my card?,,,,,,,,,,,,
9298,"My new card is here, what's the process for activating it?",,,,,,,,,,,,
9299,Where can I activate my card?,,,,,,,,,,,,
9300,How can I switch on my new card?,,,,,,,,,,,,
9301,"With my new card, how may I activate it?",,,,,,,,,,,,
9302,Help me activate my card.,,,,,,,,,,,,
9303,"How long does it take to activate the card, as it does not look like its working?",,,,,,,,,,,,
9304,"You can do that in just a few seconds. Go to account, hit activate, and follow the directions from there.",,,,,,,,,,,,
9305,Card activation is not working. What do i do?,,,,,,,,,,,,
9306,What identification is required to activate my card?,,,,,,,,,,,,
9307,I need to do a card activation.,,,,,,,,,,,,
9308,"I want to activate my card, how do I do it?",,,,,,,,,,,,
9309,I want to activate the card.,,,,,,,,,,,,
9310,I am planning activating my card was it possible?,,,,,,,,,,,,
9311,The activation process for my card isn't working.,,,,,,,,,,,,
9312,Could you please tell me how to activate my new card?,,,,,,,,,,,,
9313,I need to actuate my card.,,,,,,,,,,,,
9314,I need info on activating my card?,,,,,,,,,,,,
9315,I would like my card activated.,,,,,,,,,,,,
9316,How can I make my card ready to use?,,,,,,,,,,,,
9317,Can I use my new card?,,,,,,,,,,,,
9318,What steps do I have to go through in order to activate my new card?,,,,,,,,,,,,
9319,I have a new card. How do I activate it?,,,,,,,,,,,,
9320,"The activation process did not work, please help?",,,,,,,,,,,,
9321,I just got my card and cannot get it to work.,,,,,,,,,,,,
9322,"Just received my replacement card, what steps do i need to take to activate it?",,,,,,,,,,,,
9323,"I want to use my card, how would I activate it?",,,,,,,,,,,,
9324,How do I activate my new card,,,,,,,,,,,,
9325,"What are the steps to activate the card, as it does not seem to work?",,,,,,,,,,,,
9326,I just got my new card.  How can I activate it?,,,,,,,,,,,,
9327,Please assist me with activation.,,,,,,,,,,,,
9328,Where do I go to activate my card?,,,,,,,,,,,,
9329,"If you to to account, hit activate, and follow the instructions, you can activate it in just a few seconds.",,,,,,,,,,,,
9330,Is my new card activated?,,,,,,,,,,,,
9331,Help my activate my card.,,,,,,,,,,,,
9332,i cannot seem to activate card,,,,,,,,,,,,
9333,What do I need to do in order to use my card I just got?,,,,,,,,,,,,
9334,"My new card has arrived, what's the activation procedure?",,,,,,,,,,,,
9335,How can my new card be renewed?,,,,,,,,,,,,
9336,What is the proper way to activate a card?,,,,,,,,,,,,
9337,How do I activate my card that just arrived?,,,,,,,,,,,,
9338,Why is there a charge when I took out money?,,,,,,,,,,,,
9339,Why have I been charged a fee for cash withdrawal?,,,,,,,,,,,,
9340,I made a cash withdrawl and there is a charge.  What is this?,,,,,,,,,,,,
9341,I am inquiring about why there was an extra fee charged when I used an ATM.,,,,,,,,,,,,
9342,Why am I being charged extra when I withdrew money?,,,,,,,,,,,,
9343,Why am I charged to get money from the ATM?,,,,,,,,,,,,
9344,I saw I was charged extra for money I withdrew?,,,,,,,,,,,,
9345,Is there an extra fee for using an ATM?,,,,,,,,,,,,
9346,Why did they take more money out then I withdrawed?,,,,,,,,,,,,
9347,I withdrew cash and was charged,,,,,,,,,,,,
9348,why has a cash withdrawal charged me?,,,,,,,,,,,,
9349,I was charged for getting cash.,,,,,,,,,,,,
9350,"Hello, I have a question concerning an unfamiliar fee that I notice on my account. I see that you guys charge for ATM withdrawal. Never notice this fee until now. Can you please explain?",,,,,,,,,,,,
9351,Why am I charged a fee for withdrawing cash?,,,,,,,,,,,,
9352,Why was there a fee for my cash withdrawal?,,,,,,,,,,,,
9353,I don't understand why I was charged extra for withdrawing money?,,,,,,,,,,,,
9354,I made a transaction at an atm and was charged extra for it.,,,,,,,,,,,,
9355,"I was charged extra when I made a cash withdraw, why?",,,,,,,,,,,,
9356,Why was I charged for cash withdrawal?,,,,,,,,,,,,
9357,Why was there a fee on my cash withdrawal?,,,,,,,,,,,,
9358,Why was I charged for a cash withdrawal at the ATM?,,,,,,,,,,,,
9359,Since when do you charge to make a withdrawal? I've always done it for free. So how much is it now?,,,,,,,,,,,,
9360,WHY IS THERE AN EXTRA FEE FOR USING THE ATM??!!!,,,,,,,,,,,,
9361,Is the fee with my cash withdrawal a mistake?,,,,,,,,,,,,
9362,Why did using an ATM cause me to have an extra fee charged?,,,,,,,,,,,,
9363,"Why am I being charged for ATM cash withdrawals? The only reason I use it is because it's been free! Now you expect me to pay for them, and how much is that going to cost me?",,,,,,,,,,,,
9364,Why was my account assessed a fee for an ATM transaction?,,,,,,,,,,,,
9365,Why am I being charged for ATM fees?,,,,,,,,,,,,
9366,Why have I been charged for pulling cash out of my own account?,,,,,,,,,,,,
9367,Why was i charged for making a withdrawal? After i went grocery shopping i withdrew some money from my account and now there is another charge.,,,,,,,,,,,,
9368,Do you charge for making a withdrawal? I took some money out of my account earlier and I was charged for this.,,,,,,,,,,,,
9369,"So, I was just charged for my recent ATM withdrawal and any withdrawal prior to this has been free. What is the issue here?",,,,,,,,,,,,
9370,Why was I charged an extra fee when using an ATM?,,,,,,,,,,,,
9371,When I got cash I was charged an extra fee!  Explain!,,,,,,,,,,,,
9372,"I am not supposed to be charged a cash withdrawal fee, but I was.",,,,,,,,,,,,
9373,I have a question about fee for cash withdraw.,,,,,,,,,,,,
9374,Could you explain your rules for ATM fees?,,,,,,,,,,,,
9375,How do I avoid a fee to use an ATM?,,,,,,,,,,,,
9376,How much can I withdrawal in one month without incurring fees?,,,,,,,,,,,,
9377,Am I charged more for using the ATM?,,,,,,,,,,,,
9378,"I just pulled money out of the ATM and was charged a fee, WHy?",,,,,,,,,,,,
9379,Why was I charged for withdrawing cash?,,,,,,,,,,,,
9380,"When I withdrew my money, why was there an extra charge?",,,,,,,,,,,,
9381,I took out money and there is a fee.  Why?,,,,,,,,,,,,
9382,Is there a cash withdrawal fee? Because I just got charged?,,,,,,,,,,,,
9383,"Hello, I wanted to get some more information about ATM Withdraw Fee. I have been withdrawing money for years and notice this charge on my account. I always thought it was no fee since its you guys ATM company that I am withdrawing. Can you please explain?",,,,,,,,,,,,
9384,How much money can I withdraw before fees? I noticed a fee on my card but I didn't think I had hit the limit of how much I could withdraw in a month.,,,,,,,,,,,,
9385,"This is not right, I was told I could take out cash at the ATM for free?",,,,,,,,,,,,
9386,How come I got to pay to get my money from the ATM?,,,,,,,,,,,,
9387,"I just saw a charge for a cash withdrawal that I made! ATM withdrawals have always been free in the past, so why is there suddenly a charge? What is it going to cost me now?",,,,,,,,,,,,
9388,"Why are you charging for cash withdrawals? I went to withdraw some money earlier today after getting my groceries, and it appears there is a fee that wasn't there before",,,,,,,,,,,,
9389,What's up with the fee for getting cash?,,,,,,,,,,,,
9390,"I was told that withdrawing cash from the ATM is free, but I'm charged a fee. Why is this?",,,,,,,,,,,,
9391,Why are fees charged for cash withdrawals? I went to withdraw some money earlier today after shopping. There's a new fee that there.,,,,,,,,,,,,
9392,"When I withdrew money from my account the other day, I noticed that there was a fee.  I didn't think that there were any fees for withdrawals...?  How much will I be charged?",,,,,,,,,,,,
9393,I thought it was free to make a withdrawal. So how much does it cost now?,,,,,,,,,,,,
9394,I just had a look at my statement. Why have I been changed for using the ATM?,,,,,,,,,,,,
9395,Why are you charging me for ATM withdrawal? It has always been free before.,,,,,,,,,,,,
9396,Is there a reason I was charged an extra fee for using the ATM?,,,,,,,,,,,,
9397,There was an extra fee when I was at the ATM.  Why?,,,,,,,,,,,,
9398,"I hate this ATM, it charged me an extra fee, Why did it charge?",,,,,,,,,,,,
9399,Why is it I am charged an extra fee when I use the ATM?,,,,,,,,,,,,
9400,What's up with the extra fee I got?,,,,,,,,,,,,
9401,Tell me why there is a charge on my cash withdrawl.,,,,,,,,,,,,
9402,Why was I charged for getting cash?,,,,,,,,,,,,
9403,Why am I being charged to make cash withdrawals? I thought they were supposed to be free!,,,,,,,,,,,,
9404,I should not have been charged a fee for cash withdrawal.,,,,,,,,,,,,
9405,I got charged a fee that shouldn't be there from my cash,,,,,,,,,,,,
9406,I was charged a fee for withdrawing cash.,,,,,,,,,,,,
9407,"I want to get some cash from the ATM using my card but I dont want to be charged any fees. Ive taken some money out before with no fees, but recently Ive been getting charged. Why?",,,,,,,,,,,,
9408,"I got this stupid fee after taking cash out, why?",,,,,,,,,,,,
9409,"I was charged for a cash withdrawal, why?",,,,,,,,,,,,
9410,I got cash and was charged a fee that shouldn't be there!,,,,,,,,,,,,
9411,Please help!  There was an extra fee when I got cash.,,,,,,,,,,,,
9412,Why have I all of a sudden been charged for my ATM withdrawal? I thought the withdrawals were free because this is the first time I've ever had this problem.,,,,,,,,,,,,
9413,Can you tell me why I was charged to withdraw cash?,,,,,,,,,,,,
9414,Why was I charged a fee when I withdrew money?,,,,,,,,,,,,
9415,How come my cash withdrawal came with an unnecessary fee?!,,,,,,,,,,,,
9416,A percentage fee was charged to my withdrawal.,,,,,,,,,,,,
9417,Will I be charged for a cash withdrawal?,,,,,,,,,,,,
9418,Explain the extra ATM fees.,,,,,,,,,,,,
9419,"I just took some cash out of a cash machine in Heathrow airport because I wanted to buy some new sunglasses for my holiday but you've added a fee to the withdrawal, what is this?",,,,,,,,,,,,
9420,The bank charged me fees for withdrawing cash!,,,,,,,,,,,,
9421,Why am I charged a fee for getting cash?,,,,,,,,,,,,
9422,I used an ATM and wanted to know why I was charged an extra fee.,,,,,,,,,,,,
9423,Is there a fee for a cash withdrawal?,,,,,,,,,,,,
9424,"I was charged a fee when withdrawing cash, can you explain why?",,,,,,,,,,,,
9425,"I received a fee for obtaining cash, is this correct?",,,,,,,,,,,,
9426,Today I noticed a charge for an ATM withdrawal on my account. Can you please fix this? It's supposed to be no charge.,,,,,,,,,,,,
9427,Why are you charging fees on cash withdrawals? I went to withdraw some money earlier today after buying groceries. There's a fee that wasn't there before.,,,,,,,,,,,,
9428,Is there a charge for cash withdrawals? I always thought it was free.,,,,,,,,,,,,
9429,Tell me why there is an extra charge when I used an ATM?,,,,,,,,,,,,
9430,Why did you charge me extra for withdrawing money?,,,,,,,,,,,,
9431,Is there always a charge when withdrawing money?,,,,,,,,,,,,
9432,I have a fee for cash withdrawal,,,,,,,,,,,,
9433,Make me understand why I am charged an extra fee when I use the ATM.,,,,,,,,,,,,
9434,Why am I being charge a fee when using an ATM?,,,,,,,,,,,,
9435,I was under the impression ATM cash withdrawals were free. Why was I suddenly charged for my most recent ATM transaction?,,,,,,,,,,,,
9436,I didn't realize that there were any fees for withdrawing money from my account--this has never happened to me before.  What exactly are the fees?,,,,,,,,,,,,
9437,Are there ATM fees?,,,,,,,,,,,,
9438,"Do you charge for cash withdrawals?  I want to get my hands on my own money and you appear to be charging me for the pleasure! Why is this, you'd never get this with my high street bank!",,,,,,,,,,,,
9439,"Is there a fee when I get cash from an ATM? Is there a limit I can take out? If there is a fee, what is it?",,,,,,,,,,,,
9440,Why was there a fee when I pulled cash?,,,,,,,,,,,,
9441,"The ATM charged me an extra fee, Why?",,,,,,,,,,,,
9442,Why am I being charged for withdrawing cash but haven't in the past?,,,,,,,,,,,,
9443,Why did I get a fee for getting cash?,,,,,,,,,,,,
9444,I have been charged a fee for getting cash,,,,,,,,,,,,
9445,Why did I get charged when getting cash?,,,,,,,,,,,,
9446,I made a cash withdrawal and was charged a fee incorrectly can you help with this?,,,,,,,,,,,,
9447,I got charged fees for withdrawing cash!,,,,,,,,,,,,
9448,Since when were there charges for taking out cash from my account? It's always been free for me to do this before.  How much are the charges going to be?,,,,,,,,,,,,
9449,There was an unexpected fee for my cash withdrawal!,,,,,,,,,,,,
9450,There was an extra fee on my account when I got cash.,,,,,,,,,,,,
9451,"While getting cash, I was charged a fee.",,,,,,,,,,,,
9452,Why did I get charged for a withdrawal?,,,,,,,,,,,,
9453,How come I got charged extra for withdrawing cash?,,,,,,,,,,,,
9454,Why am I being charged for getting cash?,,,,,,,,,,,,
9455,Why do I see extra charges for withdrawing my money?,,,,,,,,,,,,
9456,Anytime I've made an ATM withdrawal before it has always been free. I now say that I have been charged for my most recent ATM withdrawal. What's going on here?,,,,,,,,,,,,
9457,What's going on? I was just recently charged for an ATM withdrawal. I've never seen this charge before and before it's always been free.,,,,,,,,,,,,
9458,I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction?,,,,,,,,,,,,
9459,Why was I charged an extra fee from the ATM?,,,,,,,,,,,,
9460,"extra fees on a cash withdrawal, not cool.",,,,,,,,,,,,
9461,Why am I being charged certain fees? I noticed a fee after I withdrew some money for groceries earlier today.,,,,,,,,,,,,
9462,Have you started charging for cash withdrawals? I always thought it was free until I noticed this fee. How much is the fee?,,,,,,,,,,,,
9463,Can you tell me why I was charged extra when I withdrew money?,,,,,,,,,,,,
9464,"It seems I've suddenly been charged for my recent ATM cash withdrawal. What's up with that? I though withdrawals are free, you never charged me so far!",,,,,,,,,,,,
9465,I believe i was charged for making a withdrawal after i went grocery shopping. Are you guys charging for this now?,,,,,,,,,,,,
9466,Why was I charged when taking out money?,,,,,,,,,,,,
9467,is there a charge on withdrawals?,,,,,,,,,,,,
9468,Are there charges for cash withdrawals?,,,,,,,,,,,,
9469,Do I get charged for withdrawals?,,,,,,,,,,,,
9470,I was recently charged for withdrawing money from my bank ATM. How can that be possible when I haven't been charged for using it before?,,,,,,,,,,,,
9471,Why did I get charged for withdrawing cash?,,,,,,,,,,,,
9472,When did you start charging to make a withdrawal? How much is it now? I always thought it was free.,,,,,,,,,,,,
9473,What was the extra charge for withdrawing money?,,,,,,,,,,,,
9474,I was charged a fee with my cash withdrawal that I shouldn't have been charged.,,,,,,,,,,,,
9475,Why is there a fee for cash withdrawal?,,,,,,,,,,,,
9476,Why did using an ATM cause me to be charged an additional fee?,,,,,,,,,,,,
9477,Why did I get a fee from the ATM?,,,,,,,,,,,,
9478,to cash withdrawals charge me?,,,,,,,,,,,,
9479,Why was I charged a fee on a cash withdrawal?,,,,,,,,,,,,
9480,i withdraw cash from the ATM and was charged a fee,,,,,,,,,,,,
9481,"Why did I get charged a fee, I thought it was free?",,,,,,,,,,,,
9482,"I have never been charged for making an ATM cash withdrawal before, but I am now being charged a fee to withdraw cash. What happened?",,,,,,,,,,,,
9483,I withdrew cash and was charged. Why?,,,,,,,,,,,,
9484,Why do I have a charge for an ATM withdrawal? I thought these were free?,,,,,,,,,,,,
9485,I got a strange fee when I used the ATM.,,,,,,,,,,,,
9486,I used my card the other day to get cash from an ATM and was charged an extra fee. I don't understand why I am being charged a fee all of a sudden. I thought it was free to withdraw from an ATM?,,,,,,,,,,,,
9487,Why was there a fee with my cash withdrawal?,,,,,,,,,,,,
9488,what is this extra charge for a withdrawal?,,,,,,,,,,,,
9489,Is there a charge for getting cash?,,,,,,,,,,,,
9490,"Hello, I have noticed a problem on my recent withdrawal at the banks atm machine.  I made a transaction and upon receiving my funds from the machine, a fee was assessed to my withdrawal.  Are these types of transactions free of charge?",,,,,,,,,,,,
9491,I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud?,,,,,,,,,,,,
9492,Why did you charge me for taking out cash?,,,,,,,,,,,,
9493,"The past few times I've been to the ATM, I was charged a withdrawal fee. Have your policies changed regarding fees?",,,,,,,,,,,,
9494,Why am i being charged for withdrawing cash funds?,,,,,,,,,,,,
9495,What is your policy on withdrawing cash from an ATM? There is a fee on my account that wasn't there before I paid for my groceries.,,,,,,,,,,,,
9496,What is the extra fee I was charged when using an ATM?,,,,,,,,,,,,
9497,Why am I charged whenever I withdraw cash?,,,,,,,,,,,,
9498,Why did you charge me extra when I withdrew cash?,,,,,,,,,,,,
9499,I used an ATM and there was an extra charge.,,,,,,,,,,,,
9500,"that fee should not be there, you charged my cash for an unnecessary thing.",,,,,,,,,,,,
9501,Why was there an extra charge with the withdrawal of my money?,,,,,,,,,,,,
9502,Why did you charge a fee when I withdrew from an ATM?,,,,,,,,,,,,
9503,"Why is there now a charge for making cash withdrawals? I wanted some cash after I went to the grocery store, and there's a new fee!",,,,,,,,,,,,
9504,Why am I being charged to withdrawal money?,,,,,,,,,,,,
9505,Why was I charged a fee for my withdrawal?,,,,,,,,,,,,
9506,Why did withdrawing money cost me extra?,,,,,,,,,,,,
9507,Why was I charged a fee for withdrawing money off my card?,,,,,,,,,,,,
9508,What is the fee for a cash withdrawal?,,,,,,,,,,,,
9509,"I withdrew money and got a fee, please explain",,,,,,,,,,,,
9510,I used my card to get cash then I was charged a fee that I shouldn't have been charged.,,,,,,,,,,,,
9511,I noticed a different charge while I was taking my money out.,,,,,,,,,,,,
9512,Why was I charged a fee for withdrawing money?,,,,,,,,,,,,
9513,Do cash withdrawals cost anything?,,,,,,,,,,,,
9514,Why is there a fee for getting cash?,,,,,,,,,,,,
9515,Are there any express fees if i want my new card faster?,,,,,,,,,,,,
9516,Do I need to do something to get a new card once it expires?,,,,,,,,,,,,
9517,"I am overseas in China, can I get a replacement card?",,,,,,,,,,,,
9518,Can I get a new card with new expiration date in China?,,,,,,,,,,,,
9519,Are there restrictions on new cards in China?,,,,,,,,,,,,
9520,"Need a new card, mine is expiring.",,,,,,,,,,,,
9521,"I need a new card to replace an expired one. Will it cost anything, and how soon?",,,,,,,,,,,,
9522,My card expires next week. How do I get a new one?,,,,,,,,,,,,
9523,What is the cost and time frame of getting a new card?,,,,,,,,,,,,
9524,Is it possible to get a new card in China?,,,,,,,,,,,,
9525,Does it cost much or take long to get a new card? Mine is about to expire.,,,,,,,,,,,,
9526,Are there steps I need to take before my card expires?,,,,,,,,,,,,
9527,My card is about to expire.  How do I get a new card?,,,,,,,,,,,,
9528,Will I receive a new card when mine expires?,,,,,,,,,,,,
9529,My card is due to expire,,,,,,,,,,,,
9530,What do I do if my card expires soon?,,,,,,,,,,,,
9531,"If I am in China, can I still order a new card and if so, how?",,,,,,,,,,,,
9532,"In a month, my card will reach its expiration date, am I required to request the next card?",,,,,,,,,,,,
9533,What happens if my card expires?,,,,,,,,,,,,
9534,"My card's expiring a month from now, should I place an order for the new card?",,,,,,,,,,,,
9535,Will I be sent a new card before mine expires?,,,,,,,,,,,,
9536,The date my card expires is coming up,,,,,,,,,,,,
9537,How can I replace an expired card?,,,,,,,,,,,,
9538,How do I get a new card sent to China?,,,,,,,,,,,,
9539,After my card expires what should I do?,,,,,,,,,,,,
9540,My card is about to expire. What do I need to do to keep using my card?,,,,,,,,,,,,
9541,"My card will expire soon, do I need to order a new one?",,,,,,,,,,,,
9542,Where can I have a new bank card sent to China?,,,,,,,,,,,,
9543,I'm in China and need a new card. Please help.,,,,,,,,,,,,
9544,Tell me what I should do after my card expires.,,,,,,,,,,,,
9545,How do I know when my card will expire?,,,,,,,,,,,,
9546,What is the procedure for an expired card?,,,,,,,,,,,,
9547,How do I order a new card when my old one is ready to expire?,,,,,,,,,,,,
9548,What do I do if my card is about to expire?,,,,,,,,,,,,
9549,What happens after my card expires?,,,,,,,,,,,,
9550,Where can I order a card when I am in China?,,,,,,,,,,,,
9551,How do I replace a card that's going to expire?,,,,,,,,,,,,
9552,If my card becomes expired what can I do?,,,,,,,,,,,,
9553,What steps should I take before my card expires?,,,,,,,,,,,,
9554,I need a new card before it expires.,,,,,,,,,,,,
9555,"When will I get a new card when I order it, and how much will it cost.",,,,,,,,,,,,
9556,Can I wait for you to send me a new card when mine's about to expire?,,,,,,,,,,,,
9557,"When my card expires soon, how fast is the replacement card sent and what are the costs?",,,,,,,,,,,,
9558,How do I order a new card? The current one is about to expire.,,,,,,,,,,,,
9559,Can I order a new card to China?,,,,,,,,,,,,
9560,Is ordering a new card from China available?,,,,,,,,,,,,
9561,What to do if my card is about to expire?,,,,,,,,,,,,
9562,My card is about to expire.  Are there any costs with a replacement card?  How quick do you mail it to me?,,,,,,,,,,,,
9563,Is there a way to order a new card while in China?,,,,,,,,,,,,
9564,"The expiration date on my card is very soon, and I need to get a new one.  What are the price and delivery options for my replacement card?",,,,,,,,,,,,
9565,If my card is about to expire how long would it take to receive a new one and how much would that cost me?,,,,,,,,,,,,
9566,My card is about to expire.  How do I order another?,,,,,,,,,,,,
9567,"My card is expiring soon, How do I order a new card?",,,,,,,,,,,,
9568,I need to order a new card as my old one will expire soon. Can you tell me how to order a new one?,,,,,,,,,,,,
9569,When my card expires what is the cost of a replacement and how fast?,,,,,,,,,,,,
9570,I will need a new card because mine is almost expired.  How fast do I get a replacement and what is the cost?,,,,,,,,,,,,
